uid,artifact_traceability_status,artifact_name,artifact_path,artifact_type,relationship_explanation
GHOST-LLM-CLIENT-CHAT-USAGE,TRACED,llm_client.py,ragstream/orchestration/llm_client.py,PYTHON,"llm_client.py owns this provider-facing requirement through LLMClient.__init__, chat, responses, _extract_chat_usage, _extract_response_text, _extract_response_usage, _extract_response_status, _extract_response_incomplete_reason, _log_chat_usage, and _log_response_usage; consumers pass AgentPrompt messages/model settings rather than provider SDK objects."
GHOST-LLM-CLIENT-RESPONSES-USAGE,TRACED,llm_client.py,ragstream/orchestration/llm_client.py,PYTHON,"llm_client.py owns this provider-facing requirement through LLMClient.__init__, chat, responses, _extract_chat_usage, _extract_response_text, _extract_response_usage, _extract_response_status, _extract_response_incomplete_reason, _log_chat_usage, and _log_response_usage; consumers pass AgentPrompt messages/model settings rather than provider SDK objects."
GHOST-LLM-CLIENT-PROMPT-CACHE-KEY,TRACED,llm_client.py,ragstream/orchestration/llm_client.py,PYTHON,"llm_client.py owns this provider-facing requirement through LLMClient.__init__, chat, responses, _extract_chat_usage, _extract_response_text, _extract_response_usage, _extract_response_status, _extract_response_incomplete_reason, _log_chat_usage, and _log_response_usage; consumers pass AgentPrompt messages/model settings rather than provider SDK objects."
GHOST-LLM-CLIENT-ERROR-PROPAGATION,TRACED,llm_client.py,ragstream/orchestration/llm_client.py,PYTHON,"llm_client.py owns this provider-facing requirement through LLMClient.__init__, chat, responses, _extract_chat_usage, _extract_response_text, _extract_response_usage, _extract_response_status, _extract_response_incomplete_reason, _log_chat_usage, and _log_response_usage; consumers pass AgentPrompt messages/model settings rather than provider SDK objects."
GHOST-LLM-CLIENT-LOGGING-BOUNDARY,TRACED,llm_client.py,ragstream/orchestration/llm_client.py,PYTHON,"llm_client.py owns this provider-facing requirement through LLMClient.__init__, chat, responses, _extract_chat_usage, _extract_response_text, _extract_response_usage, _extract_response_status, _extract_response_incomplete_reason, _log_chat_usage, and _log_response_usage; consumers pass AgentPrompt messages/model settings rather than provider SDK objects."
GHOST-AGENT-CONSUMER-GENERIC-FLOW,SYSTEM_WIDE,,,,"This UID spans shared Agent Stack behavior across ragstream/orchestration/agent_factory.py, ragstream/orchestration/agent_prompt.py, ragstream/orchestration/agent_prompt_helpers/*.py, ragstream/orchestration/llm_client.py, current consumers under ragstream/agents/, ragstream/preprocessing/, ragstream/memory/, and JSON areas data/agents/** and ragstream/config/**; no single Python file owns the full central scope without hiding independent infrastructure or concrete-agent responsibilities."
GHOST-AGENT-CONSUMER-ORDINARY-FACTORY-PATH,SYSTEM_WIDE,,,,"This UID spans shared Agent Stack behavior across ragstream/orchestration/agent_factory.py, ragstream/orchestration/agent_prompt.py, ragstream/orchestration/agent_prompt_helpers/*.py, ragstream/orchestration/llm_client.py, current consumers under ragstream/agents/, ragstream/preprocessing/, ragstream/memory/, and JSON areas data/agents/** and ragstream/config/**; no single Python file owns the full central scope without hiding independent infrastructure or concrete-agent responsibilities."
GHOST-AGENT-CONSUMER-EXACT-PATH-EXCEPTION,SYSTEM_WIDE,,,,"This UID spans shared Agent Stack behavior across ragstream/orchestration/agent_factory.py, ragstream/orchestration/agent_prompt.py, ragstream/orchestration/agent_prompt_helpers/*.py, ragstream/orchestration/llm_client.py, current consumers under ragstream/agents/, ragstream/preprocessing/, ragstream/memory/, and JSON areas data/agents/** and ragstream/config/**; no single Python file owns the full central scope without hiding independent infrastructure or concrete-agent responsibilities."
GHOST-AGENT-CONSUMER-CACHED-IMMUTABILITY,SYSTEM_WIDE,,,,"This UID spans shared Agent Stack behavior across ragstream/orchestration/agent_factory.py, ragstream/orchestration/agent_prompt.py, ragstream/orchestration/agent_prompt_helpers/*.py, ragstream/orchestration/llm_client.py, current consumers under ragstream/agents/, ragstream/preprocessing/, ragstream/memory/, and JSON areas data/agents/** and ragstream/config/**; no single Python file owns the full central scope without hiding independent infrastructure or concrete-agent responsibilities."
GHOST-AGENT-CONSUMER-PAYLOAD-OWNERSHIP,SYSTEM_WIDE,,,,"This UID spans shared Agent Stack behavior across ragstream/orchestration/agent_factory.py, ragstream/orchestration/agent_prompt.py, ragstream/orchestration/agent_prompt_helpers/*.py, ragstream/orchestration/llm_client.py, current consumers under ragstream/agents/, ragstream/preprocessing/, ragstream/memory/, and JSON areas data/agents/** and ragstream/config/**; no single Python file owns the full central scope without hiding independent infrastructure or concrete-agent responsibilities."
GHOST-AGENT-CONSUMER-MODEL-SETTINGS,SYSTEM_WIDE,,,,"This UID spans shared Agent Stack behavior across ragstream/orchestration/agent_factory.py, ragstream/orchestration/agent_prompt.py, ragstream/orchestration/agent_prompt_helpers/*.py, ragstream/orchestration/llm_client.py, current consumers under ragstream/agents/, ragstream/preprocessing/, ragstream/memory/, and JSON areas data/agents/** and ragstream/config/**; no single Python file owns the full central scope without hiding independent infrastructure or concrete-agent responsibilities."
GHOST-AGENT-CONSUMER-RESULT-OWNERSHIP,SYSTEM_WIDE,,,,"This UID spans shared Agent Stack behavior across ragstream/orchestration/agent_factory.py, ragstream/orchestration/agent_prompt.py, ragstream/orchestration/agent_prompt_helpers/*.py, ragstream/orchestration/llm_client.py, current consumers under ragstream/agents/, ragstream/preprocessing/, ragstream/memory/, and JSON areas data/agents/** and ragstream/config/**; no single Python file owns the full central scope without hiding independent infrastructure or concrete-agent responsibilities."
GHOST-AGENT-CONSUMER-A2-REFERENCE,SYSTEM_WIDE,,,,"This UID spans shared Agent Stack behavior across ragstream/orchestration/agent_factory.py, ragstream/orchestration/agent_prompt.py, ragstream/orchestration/agent_prompt_helpers/*.py, ragstream/orchestration/llm_client.py, current consumers under ragstream/agents/, ragstream/preprocessing/, ragstream/memory/, and JSON areas data/agents/** and ragstream/config/**; no single Python file owns the full central scope without hiding independent infrastructure or concrete-agent responsibilities."
GHOST-AGENT-CONSUMER-ACTIVEBRIEF-REFERENCE,SYSTEM_WIDE,,,,"This UID spans shared Agent Stack behavior across ragstream/orchestration/agent_factory.py, ragstream/orchestration/agent_prompt.py, ragstream/orchestration/agent_prompt_helpers/*.py, ragstream/orchestration/llm_client.py, current consumers under ragstream/agents/, ragstream/preprocessing/, ragstream/memory/, and JSON areas data/agents/** and ragstream/config/**; no single Python file owns the full central scope without hiding independent infrastructure or concrete-agent responsibilities."
GHOST-AGENT-CONSUMER-A3-REFERENCE,SYSTEM_WIDE,,,,"This UID spans shared Agent Stack behavior across ragstream/orchestration/agent_factory.py, ragstream/orchestration/agent_prompt.py, ragstream/orchestration/agent_prompt_helpers/*.py, ragstream/orchestration/llm_client.py, current consumers under ragstream/agents/, ragstream/preprocessing/, ragstream/memory/, and JSON areas data/agents/** and ragstream/config/**; no single Python file owns the full central scope without hiding independent infrastructure or concrete-agent responsibilities."
GHOST-AGENT-CONSUMER-A4-REFERENCE,SYSTEM_WIDE,,,,"This UID spans shared Agent Stack behavior across ragstream/orchestration/agent_factory.py, ragstream/orchestration/agent_prompt.py, ragstream/orchestration/agent_prompt_helpers/*.py, ragstream/orchestration/llm_client.py, current consumers under ragstream/agents/, ragstream/preprocessing/, ragstream/memory/, and JSON areas data/agents/** and ragstream/config/**; no single Python file owns the full central scope without hiding independent infrastructure or concrete-agent responsibilities."
GHOST-AGENT-CONSUMER-MEMORY-REFERENCE,SYSTEM_WIDE,,,,"This UID spans shared Agent Stack behavior across ragstream/orchestration/agent_factory.py, ragstream/orchestration/agent_prompt.py, ragstream/orchestration/agent_prompt_helpers/*.py, ragstream/orchestration/llm_client.py, current consumers under ragstream/agents/, ragstream/preprocessing/, ragstream/memory/, and JSON areas data/agents/** and ragstream/config/**; no single Python file owns the full central scope without hiding independent infrastructure or concrete-agent responsibilities."
GHOST-AGENT-CONSUMER-ORCHESTRATION-REFERENCE,SYSTEM_WIDE,,,,"This UID spans shared Agent Stack behavior across ragstream/orchestration/agent_factory.py, ragstream/orchestration/agent_prompt.py, ragstream/orchestration/agent_prompt_helpers/*.py, ragstream/orchestration/llm_client.py, current consumers under ragstream/agents/, ragstream/preprocessing/, ragstream/memory/, and JSON areas data/agents/** and ragstream/config/**; no single Python file owns the full central scope without hiding independent infrastructure or concrete-agent responsibilities."
GHOST-AGENT-STACK-CONFIG-ERRORS,SYSTEM_WIDE,,,,"This UID spans shared Agent Stack behavior across ragstream/orchestration/agent_factory.py, ragstream/orchestration/agent_prompt.py, ragstream/orchestration/agent_prompt_helpers/*.py, ragstream/orchestration/llm_client.py, current consumers under ragstream/agents/, ragstream/preprocessing/, ragstream/memory/, and JSON areas data/agents/** and ragstream/config/**; no single Python file owns the full central scope without hiding independent infrastructure or concrete-agent responsibilities."
GHOST-AGENT-STACK-PARSE-INTEGRITY,SYSTEM_WIDE,,,,"This UID spans shared Agent Stack behavior across ragstream/orchestration/agent_factory.py, ragstream/orchestration/agent_prompt.py, ragstream/orchestration/agent_prompt_helpers/*.py, ragstream/orchestration/llm_client.py, current consumers under ragstream/agents/, ragstream/preprocessing/, ragstream/memory/, and JSON areas data/agents/** and ragstream/config/**; no single Python file owns the full central scope without hiding independent infrastructure or concrete-agent responsibilities."
GHOST-AGENT-STACK-NO-FABRICATED-SUCCESS,SYSTEM_WIDE,,,,"This UID spans shared Agent Stack behavior across ragstream/orchestration/agent_factory.py, ragstream/orchestration/agent_prompt.py, ragstream/orchestration/agent_prompt_helpers/*.py, ragstream/orchestration/llm_client.py, current consumers under ragstream/agents/, ragstream/preprocessing/, ragstream/memory/, and JSON areas data/agents/** and ragstream/config/**; no single Python file owns the full central scope without hiding independent infrastructure or concrete-agent responsibilities."
GHOST-AGENT-STACK-SECRET-SEPARATION,SYSTEM_WIDE,,,,"This UID spans shared Agent Stack behavior across ragstream/orchestration/agent_factory.py, ragstream/orchestration/agent_prompt.py, ragstream/orchestration/agent_prompt_helpers/*.py, ragstream/orchestration/llm_client.py, current consumers under ragstream/agents/, ragstream/preprocessing/, ragstream/memory/, and JSON areas data/agents/** and ragstream/config/**; no single Python file owns the full central scope without hiding independent infrastructure or concrete-agent responsibilities."
GHOST-AGENT-STACK-LOGGING-REFERENCE,SYSTEM_WIDE,,,,"This UID spans shared Agent Stack behavior across ragstream/orchestration/agent_factory.py, ragstream/orchestration/agent_prompt.py, ragstream/orchestration/agent_prompt_helpers/*.py, ragstream/orchestration/llm_client.py, current consumers under ragstream/agents/, ragstream/preprocessing/, ragstream/memory/, and JSON areas data/agents/** and ragstream/config/**; no single Python file owns the full central scope without hiding independent infrastructure or concrete-agent responsibilities."
GHOST-AGENT-STACK-METRICS-REFERENCE,SYSTEM_WIDE,,,,"This UID spans shared Agent Stack behavior across ragstream/orchestration/agent_factory.py, ragstream/orchestration/agent_prompt.py, ragstream/orchestration/agent_prompt_helpers/*.py, ragstream/orchestration/llm_client.py, current consumers under ragstream/agents/, ragstream/preprocessing/, ragstream/memory/, and JSON areas data/agents/** and ragstream/config/**; no single Python file owns the full central scope without hiding independent infrastructure or concrete-agent responsibilities."
GHOST-AGENT-STACK-SECURITY-GOVERNANCE-REFERENCE,SYSTEM_WIDE,,,,"This UID spans shared Agent Stack behavior across ragstream/orchestration/agent_factory.py, ragstream/orchestration/agent_prompt.py, ragstream/orchestration/agent_prompt_helpers/*.py, ragstream/orchestration/llm_client.py, current consumers under ragstream/agents/, ragstream/preprocessing/, ragstream/memory/, and JSON areas data/agents/** and ragstream/config/**; no single Python file owns the full central scope without hiding independent infrastructure or concrete-agent responsibilities."
GHOST-AGENT-STACK-TESTABILITY,SYSTEM_WIDE,,,,"This UID spans shared Agent Stack behavior across ragstream/orchestration/agent_factory.py, ragstream/orchestration/agent_prompt.py, ragstream/orchestration/agent_prompt_helpers/*.py, ragstream/orchestration/llm_client.py, current consumers under ragstream/agents/, ragstream/preprocessing/, ragstream/memory/, and JSON areas data/agents/** and ragstream/config/**; no single Python file owns the full central scope without hiding independent infrastructure or concrete-agent responsibilities."
GHOST-AGENT-STACK-CODE-TRACE-ANCHORS,SYSTEM_WIDE,,,,"This UID spans shared Agent Stack behavior across ragstream/orchestration/agent_factory.py, ragstream/orchestration/agent_prompt.py, ragstream/orchestration/agent_prompt_helpers/*.py, ragstream/orchestration/llm_client.py, current consumers under ragstream/agents/, ragstream/preprocessing/, ragstream/memory/, and JSON areas data/agents/** and ragstream/config/**; no single Python file owns the full central scope without hiding independent infrastructure or concrete-agent responsibilities."
GHOST-AGENT-STACK-SIBLING-OWNERSHIP,SYSTEM_WIDE,,,,"This UID spans shared Agent Stack behavior across ragstream/orchestration/agent_factory.py, ragstream/orchestration/agent_prompt.py, ragstream/orchestration/agent_prompt_helpers/*.py, ragstream/orchestration/llm_client.py, current consumers under ragstream/agents/, ragstream/preprocessing/, ragstream/memory/, and JSON areas data/agents/** and ragstream/config/**; no single Python file owns the full central scope without hiding independent infrastructure or concrete-agent responsibilities."
GHOST-AGENT-STACK-CHANGE-SYNCHRONIZATION,SYSTEM_WIDE,,,,"This UID spans shared Agent Stack behavior across ragstream/orchestration/agent_factory.py, ragstream/orchestration/agent_prompt.py, ragstream/orchestration/agent_prompt_helpers/*.py, ragstream/orchestration/llm_client.py, current consumers under ragstream/agents/, ragstream/preprocessing/, ragstream/memory/, and JSON areas data/agents/** and ragstream/config/**; no single Python file owns the full central scope without hiding independent infrastructure or concrete-agent responsibilities."
GHOST-AGENT-STACK-AC-FACTORY-CONSTRUCTION,TRACED,agent_factory.py,ragstream/orchestration/agent_factory.py,PYTHON,"agent_factory.py owns this requirement through AgentFactory.__init__, _build_config_path, _load_json_file, _resolve_decision_targets, _extract_catalog_block, load_config, get_agent, and clear_cache as applicable; JSON evidence includes data/agents/<agent_id>/<version>.json decision_targets[*].options external-catalog references resolved before AgentPrompt.from_config."
GHOST-AGENT-STACK-AC-CATALOG-RESOLUTION,TRACED,agent_factory.py,ragstream/orchestration/agent_factory.py,PYTHON,"agent_factory.py owns this requirement through AgentFactory.__init__, _build_config_path, _load_json_file, _resolve_decision_targets, _extract_catalog_block, load_config, get_agent, and clear_cache as applicable; JSON evidence includes data/agents/<agent_id>/<version>.json decision_targets[*].options external-catalog references resolved before AgentPrompt.from_config."
GHOST-AGENT-STACK-AC-REQUIRED-BINDING,TRACED,agent_prompt.py,ragstream/orchestration/agent_prompt.py,PYTHON,"agent_prompt.py owns this requirement through AgentPrompt.from_config, __init__, compose, parse, _build_field_map, AgentPromptValidationError, and delegated helper calls for neutral text/schema/enum/JSON behavior; JSON evidence includes agent_meta.*, llm_config.*, static_prompt.*, dynamic_bindings[*], decision_targets[*], output_schema.*, and elements_order."
GHOST-AGENT-STACK-AC-SELECTOR,TRACED,agent_prompt.py,ragstream/orchestration/agent_prompt.py,PYTHON,"agent_prompt.py owns this requirement through AgentPrompt.from_config, __init__, compose, parse, _build_field_map, AgentPromptValidationError, and delegated helper calls for neutral text/schema/enum/JSON behavior; JSON evidence includes agent_meta.*, llm_config.*, static_prompt.*, dynamic_bindings[*], decision_targets[*], output_schema.*, and elements_order."
GHOST-AGENT-STACK-AC-CLASSIFIER,TRACED,agent_prompt.py,ragstream/orchestration/agent_prompt.py,PYTHON,"agent_prompt.py owns this requirement through AgentPrompt.from_config, __init__, compose, parse, _build_field_map, AgentPromptValidationError, and delegated helper calls for neutral text/schema/enum/JSON behavior; JSON evidence includes agent_meta.*, llm_config.*, static_prompt.*, dynamic_bindings[*], decision_targets[*], output_schema.*, and elements_order."
GHOST-AGENT-STACK-AC-SYNTHESIZER,TRACED,agent_prompt.py,ragstream/orchestration/agent_prompt.py,PYTHON,"agent_prompt.py owns this requirement through AgentPrompt.from_config, __init__, compose, parse, _build_field_map, AgentPromptValidationError, and delegated helper calls for neutral text/schema/enum/JSON behavior; JSON evidence includes agent_meta.*, llm_config.*, static_prompt.*, dynamic_bindings[*], decision_targets[*], output_schema.*, and elements_order."
GHOST-AGENT-STACK-AC-ELEMENT-ORDER,TRACED,agent_prompt.py,ragstream/orchestration/agent_prompt.py,PYTHON,"agent_prompt.py owns this requirement through AgentPrompt.from_config, __init__, compose, parse, _build_field_map, AgentPromptValidationError, and delegated helper calls for neutral text/schema/enum/JSON behavior; JSON evidence includes agent_meta.*, llm_config.*, static_prompt.*, dynamic_bindings[*], decision_targets[*], output_schema.*, and elements_order."
GHOST-AGENT-STACK-AC-CHAT,TRACED,llm_client.py,ragstream/orchestration/llm_client.py,PYTHON,"llm_client.py owns this provider-facing requirement through LLMClient.__init__, chat, responses, _extract_chat_usage, _extract_response_text, _extract_response_usage, _extract_response_status, _extract_response_incomplete_reason, _log_chat_usage, and _log_response_usage; consumers pass AgentPrompt messages/model settings rather than provider SDK objects."
GHOST-AGENT-STACK-AC-RESPONSES,TRACED,llm_client.py,ragstream/orchestration/llm_client.py,PYTHON,"llm_client.py owns this provider-facing requirement through LLMClient.__init__, chat, responses, _extract_chat_usage, _extract_response_text, _extract_response_usage, _extract_response_status, _extract_response_incomplete_reason, _log_chat_usage, and _log_response_usage; consumers pass AgentPrompt messages/model settings rather than provider SDK objects."
GHOST-AGENT-STACK-AC-NO-AGENT-LOGIC,SYSTEM_WIDE,,,,"This UID spans shared Agent Stack behavior across ragstream/orchestration/agent_factory.py, ragstream/orchestration/agent_prompt.py, ragstream/orchestration/agent_prompt_helpers/*.py, ragstream/orchestration/llm_client.py, current consumers under ragstream/agents/, ragstream/preprocessing/, ragstream/memory/, and JSON areas data/agents/** and ragstream/config/**; no single Python file owns the full central scope without hiding independent infrastructure or concrete-agent responsibilities."
GHOST-AGENT-STACK-AC-STATE-ISOLATION,TRACED,agent_prompt.py,ragstream/orchestration/agent_prompt.py,PYTHON,"agent_prompt.py owns this requirement through AgentPrompt.from_config, __init__, compose, parse, _build_field_map, AgentPromptValidationError, and delegated helper calls for neutral text/schema/enum/JSON behavior; JSON evidence includes agent_meta.*, llm_config.*, static_prompt.*, dynamic_bindings[*], decision_targets[*], output_schema.*, and elements_order."
GHOST-AGENT-STACK-AC-CACHED-PROTECTION,SYSTEM_WIDE,,,,"This UID spans shared Agent Stack behavior across ragstream/orchestration/agent_factory.py, ragstream/orchestration/agent_prompt.py, ragstream/orchestration/agent_prompt_helpers/*.py, ragstream/orchestration/llm_client.py, current consumers under ragstream/agents/, ragstream/preprocessing/, ragstream/memory/, and JSON areas data/agents/** and ragstream/config/**; no single Python file owns the full central scope without hiding independent infrastructure or concrete-agent responsibilities."
GHOST-AGENT-STACK-AC-PROVIDER-FAILURE,TRACED,llm_client.py,ragstream/orchestration/llm_client.py,PYTHON,"llm_client.py owns this provider-facing requirement through LLMClient.__init__, chat, responses, _extract_chat_usage, _extract_response_text, _extract_response_usage, _extract_response_status, _extract_response_incomplete_reason, _log_chat_usage, and _log_response_usage; consumers pass AgentPrompt messages/model settings rather than provider SDK objects."
GHOST-AGENT-STACK-AC-OWNERSHIP,SYSTEM_WIDE,,,,"This UID spans shared Agent Stack behavior across ragstream/orchestration/agent_factory.py, ragstream/orchestration/agent_prompt.py, ragstream/orchestration/agent_prompt_helpers/*.py, ragstream/orchestration/llm_client.py, current consumers under ragstream/agents/, ragstream/preprocessing/, ragstream/memory/, and JSON areas data/agents/** and ragstream/config/**; no single Python file owns the full central scope without hiding independent infrastructure or concrete-agent responsibilities."
