artifact_path,artifact_type,name,qualified_name,parent,line_start,line_end
ragstream/app/ui_layout.py,CONSTANT,MAIN_WORKSPACE_TITLE,MAIN_WORKSPACE_TITLE,,95,95
ragstream/app/ui_layout.py,CONSTANT,MAIN_WORKSPACE_SUBTITLE,MAIN_WORKSPACE_SUBTITLE,,96,98
ragstream/app/ui_layout.py,CONSTANT,SIDEBAR_PRODUCT_SUBTITLE,SIDEBAR_PRODUCT_SUBTITLE,,100,100
ragstream/app/ui_layout.py,CONSTANT,GHOST_LOGO_CANDIDATE_PATHS,GHOST_LOGO_CANDIDATE_PATHS,,102,108
ragstream/app/ui_layout.py,FUNCTION,_vertical_gap,_vertical_gap,,111,113
ragstream/app/ui_layout.py,FUNCTION,_memory_display_name,_memory_display_name,,116,127
ragstream/app/ui_layout.py,FUNCTION,_model_options,_model_options,,130,145
ragstream/app/ui_layout.py,FUNCTION,_theme_css,_theme_css,,148,167
ragstream/app/ui_layout.py,FUNCTION,_base_page_css,_base_page_css,,170,222
ragstream/app/ui_layout.py,FUNCTION,_product_identity_css,_product_identity_css,,225,246
ragstream/app/ui_layout.py,FUNCTION,_sidebar_brand_css,_sidebar_brand_css,,249,279
ragstream/app/ui_layout.py,FUNCTION,_title_css,_title_css,,282,299
ragstream/app/ui_layout.py,FUNCTION,_memory_css,_memory_css,,302,380
ragstream/app/ui_layout.py,FUNCTION,_button_css,_button_css,,383,459
ragstream/app/ui_layout.py,FUNCTION,_form_field_css,_form_field_css,,462,480
ragstream/app/ui_layout.py,FUNCTION,_runtime_log_css,_runtime_log_css,,483,500
ragstream/app/ui_layout.py,FUNCTION,inject_base_css,inject_base_css,,503,519
ragstream/app/ui_layout.py,FUNCTION,_project_root,_project_root,,522,523
ragstream/app/ui_layout.py,FUNCTION,_resolve_ghost_logo_path,_resolve_ghost_logo_path,,526,534
ragstream/app/ui_layout.py,FUNCTION,_image_file_to_data_uri,_image_file_to_data_uri,,537,548
ragstream/app/ui_layout.py,FUNCTION,render_sidebar_brand_identity,render_sidebar_brand_identity,,551,571
ragstream/app/ui_layout.py,FUNCTION,render_page,render_page,,574,641
ragstream/app/ui_layout.py,FUNCTION,render_product_identity_header,render_product_identity_header,,644,656
ragstream/app/ui_layout.py,FUNCTION,render_user_prompt_panel,render_user_prompt_panel,,659,669
ragstream/app/ui_layout.py,FUNCTION,render_engineered_prompt_panel,render_engineered_prompt_panel,,672,701
ragstream/app/ui_layout.py,FUNCTION,render_main_action_controls,render_main_action_controls,,704,714
ragstream/app/ui_layout.py,FUNCTION,_render_prompt_builder_row,_render_prompt_builder_row,,717,752
ragstream/app/ui_layout.py,FUNCTION,_render_llm_call_row,_render_llm_call_row,,755,776
ragstream/app/ui_layout.py,FUNCTION,_render_manual_memory_feed_row,_render_manual_memory_feed_row,,779,797
ragstream/app/ui_layout.py,FUNCTION,render_advanced_controls,render_advanced_controls,,800,806
ragstream/app/ui_layout.py,FUNCTION,_normalise_retrieval_top_k_widget,_normalise_retrieval_top_k_widget,,809,813
ragstream/app/ui_layout.py,FUNCTION,_render_retrieval_top_k_control,_render_retrieval_top_k_control,,816,831
ragstream/app/ui_layout.py,FUNCTION,_render_manual_pipeline_buttons,_render_manual_pipeline_buttons,,834,891
ragstream/app/ui_layout.py,FUNCTION,render_pipeline_status,render_pipeline_status,,894,926
ragstream/app/ui_layout.py,FUNCTION,render_textforge_gui_log,render_textforge_gui_log,,929,944
ragstream/app/ui_layout.py,FUNCTION,_build_textforge_log_html,_build_textforge_log_html,,947,965
ragstream/app/ui_layout.py,FUNCTION,_runtime_log_box_style,_runtime_log_box_style,,968,977
ragstream/app/ui_layout.py,FUNCTION,render_memory_records,render_memory_records,,981,1000
ragstream/app/ui_layout.py,FUNCTION,_render_memory_title,_render_memory_title,,1003,1031
ragstream/app/ui_layout.py,FUNCTION,_memory_record_keys,_memory_record_keys,,1034,1041
ragstream/app/ui_layout.py,FUNCTION,_tag_display_name,_tag_display_name,,1044,1045
ragstream/app/ui_layout.py,FUNCTION,_ensure_memory_record_session_state,_ensure_memory_record_session_state,,1048,1087
ragstream/app/ui_layout.py,FUNCTION,_render_memory_record,_render_memory_record,,1090,1120
ragstream/app/ui_layout.py,FUNCTION,_render_memory_record_meta_row,_render_memory_record_meta_row,,1123,1169
ragstream/app/ui_layout.py,FUNCTION,_render_memory_record_content,_render_memory_record_content,,1172,1195
ragstream/app/ui_layout.py,FUNCTION,render_project_area,render_project_area,,1198,1215
ragstream/app/ui_layout.py,FUNCTION,_sync_pending_project,_sync_pending_project,,1218,1226
ragstream/app/ui_layout.py,FUNCTION,_render_project_selector,_render_project_selector,,1229,1251
ragstream/app/ui_layout.py,FUNCTION,_render_embedded_files,_render_embedded_files,,1254,1285
ragstream/app/ui_layout.py,FUNCTION,_render_file_ingestion_controls,_render_file_ingestion_controls,,1288,1297
ragstream/app/ui_layout.py,FUNCTION,_render_create_project_form,_render_create_project_form,,1300,1306
ragstream/app/ui_layout.py,FUNCTION,_render_add_files_form,_render_add_files_form,,1309,1340
ragstream/app/ui_layout.py,FUNCTION,_render_ingestion_status,_render_ingestion_status,,1343,1354
ragstream/app/ui_metrics.py,MODULE,ui_metrics,ragstream/app/ui_metrics.py,,1,579
ragstream/app/ui_metrics.py,CLASS,DemoPath,DemoPath,,13,20
ragstream/app/ui_metrics.py,FUNCTION,_demo_paths,_demo_paths,,23,70
ragstream/app/ui_metrics.py,FUNCTION,_node_catalog,_node_catalog,,73,87
ragstream/app/ui_metrics.py,FUNCTION,_edge_catalog,_edge_catalog,,90,107
ragstream/app/ui_metrics.py,FUNCTION,_init_metrics_state,_init_metrics_state,,110,112
ragstream/app/ui_metrics.py,FUNCTION,_active_path_id,_active_path_id,,115,124
ragstream/app/ui_metrics.py,FUNCTION,_set_active_path,_set_active_path,,127,128
ragstream/app/ui_metrics.py,FUNCTION,_render_path_selector,_render_path_selector,,131,173
ragstream/app/ui_metrics.py,FUNCTION,_is_active_node,_is_active_node,,176,177
ragstream/app/ui_metrics.py,FUNCTION,_is_active_edge,_is_active_edge,,180,188
ragstream/app/ui_metrics.py,FUNCTION,_edge_svg,_edge_svg,,191,214
ragstream/app/ui_metrics.py,FUNCTION,_node_svg,_node_svg,,217,271
ragstream/app/ui_metrics.py,FUNCTION,_legend_card,_legend_card,,274,289
ragstream/app/ui_metrics.py,FUNCTION,_build_flow_html,_build_flow_html,,292,539
ragstream/app/ui_metrics.py,FUNCTION,_render_flow_chart,_render_flow_chart,,542,544
ragstream/app/ui_metrics.py,FUNCTION,render_metrics_tab,render_metrics_tab,,547,579
ragstream/app/ui_settings.py,MODULE,ui_settings,ragstream/app/ui_settings.py,,1,11
ragstream/app/ui_settings.py,FUNCTION,render_settings_tab,render_settings_tab,,8,11
ragstream/app/ui_streamlit.py,MODULE,ui_streamlit,ragstream/app/ui_streamlit.py,,1,515
ragstream/app/ui_streamlit.py,CONSTANT,DEV_LOG_ENABLED,DEV_LOG_ENABLED,,45,45
ragstream/app/ui_streamlit.py,CONSTANT,PAGE_DISPLAY_LABELS,PAGE_DISPLAY_LABELS,,48,54
ragstream/app/ui_streamlit.py,FUNCTION,_page_display_label,_page_display_label,,57,58
ragstream/app/ui_streamlit.py,FUNCTION,logger_dev,logger_dev,,61,64
ragstream/app/ui_streamlit.py,FUNCTION,_load_runtime_config,_load_runtime_config,,67,99
ragstream/app/ui_streamlit.py,FUNCTION,init_session_state,init_session_state,,102,258
ragstream/app/ui_streamlit.py,FUNCTION,_page_options,_page_options,,261,268
ragstream/app/ui_streamlit.py,FUNCTION,_sidebar_pipeline_steps,_sidebar_pipeline_steps,,271,281
ragstream/app/ui_streamlit.py,FUNCTION,_init_page_state,_init_page_state,,284,289
ragstream/app/ui_streamlit.py,FUNCTION,_render_sidebar_flowchart,_render_sidebar_flowchart,,292,414
ragstream/app/ui_streamlit.py,FUNCTION,render_sidebar_navigation,render_sidebar_navigation,,417,467
ragstream/app/ui_streamlit.py,FUNCTION,render_active_page,render_active_page,,470,493
ragstream/app/ui_streamlit.py,FUNCTION,main,main,,496,511
ragstream/config/__init__.py,MODULE,__init__,ragstream/config/__init__.py,,1,0
ragstream/config/settings.py,MODULE,settings,ragstream/config/settings.py,,1,16
ragstream/config/settings.py,CLASS,Settings,Settings,,9,16
ragstream/config/settings.py,CONSTANT,_CACHE,Settings._CACHE,Settings,10,10
ragstream/config/settings.py,METHOD,get,Settings.get,Settings,13,16
ragstream/ingestion/__init__.py,MODULE,__init__,ragstream/ingestion/__init__.py,,1,0
ragstream/ingestion/chroma_vector_store_base.py,MODULE,chroma_vector_store_base,ragstream/ingestion/chroma_vector_store_base.py,,1,258
ragstream/ingestion/chroma_vector_store_base.py,CLASS,ChromaVectorStoreBase,ChromaVectorStoreBase,,38,258
ragstream/ingestion/chroma_vector_store_base.py,METHOD,__init__,ChromaVectorStoreBase.__init__,ChromaVectorStoreBase,60,85
ragstream/ingestion/chroma_vector_store_base.py,METHOD,add,ChromaVectorStoreBase.add,ChromaVectorStoreBase,91,125
ragstream/ingestion/chroma_vector_store_base.py,METHOD,query,ChromaVectorStoreBase.query,ChromaVectorStoreBase,127,166
ragstream/ingestion/chroma_vector_store_base.py,METHOD,snapshot,ChromaVectorStoreBase.snapshot,ChromaVectorStoreBase,168,187
ragstream/ingestion/chroma_vector_store_base.py,METHOD,delete_where,ChromaVectorStoreBase.delete_where,ChromaVectorStoreBase,190,200
ragstream/ingestion/chroma_vector_store_base.py,METHOD,collection,ChromaVectorStoreBase.collection,ChromaVectorStoreBase,204,205
ragstream/ingestion/chroma_vector_store_base.py,METHOD,_pre_add,ChromaVectorStoreBase._pre_add,ChromaVectorStoreBase,211,223
ragstream/ingestion/chroma_vector_store_base.py,METHOD,_post_add,ChromaVectorStoreBase._post_add,ChromaVectorStoreBase,225,235
ragstream/ingestion/chroma_vector_store_base.py,METHOD,_pre_query,ChromaVectorStoreBase._pre_query,ChromaVectorStoreBase,237,249
ragstream/ingestion/chroma_vector_store_base.py,METHOD,_post_query,ChromaVectorStoreBase._post_query,ChromaVectorStoreBase,251,258
ragstream/ingestion/chunker.py,MODULE,chunker,ragstream/ingestion/chunker.py,,1,40
ragstream/ingestion/chunker.py,CLASS,Chunker,Chunker,,9,40
ragstream/ingestion/chunker.py,METHOD,split,Chunker.split,Chunker,12,40
ragstream/ingestion/embedder.py,MODULE,embedder,ragstream/ingestion/embedder.py,,1,38
ragstream/ingestion/embedder.py,CLASS,Embedder,Embedder,,11,38
ragstream/ingestion/embedder.py,METHOD,__init__,Embedder.__init__,Embedder,13,20
ragstream/ingestion/embedder.py,METHOD,embed,Embedder.embed,Embedder,22,38
ragstream/ingestion/file_manifest.py,MODULE,file_manifest,ragstream/ingestion/file_manifest.py,,1,240
ragstream/ingestion/file_manifest.py,CLASS,Record,Record,,62,67
ragstream/ingestion/file_manifest.py,FUNCTION,compute_sha256,compute_sha256,,74,102
ragstream/ingestion/file_manifest.py,FUNCTION,load_manifest,load_manifest,,105,142
ragstream/ingestion/file_manifest.py,FUNCTION,diff,diff,,145,197
ragstream/ingestion/file_manifest.py,FUNCTION,publish_atomic,publish_atomic,,200,231
ragstream/ingestion/file_manifest.py,FUNCTION,_utc_now_iso,_utc_now_iso,,238,240
ragstream/ingestion/ingestion_manager.py,MODULE,ingestion_manager,ragstream/ingestion/ingestion_manager.py,,1,285
ragstream/ingestion/ingestion_manager.py,CLASS,IngestionStats,IngestionStats,,49,67
ragstream/ingestion/ingestion_manager.py,CLASS,IngestionManager,IngestionManager,,70,285
ragstream/ingestion/ingestion_manager.py,METHOD,__init__,IngestionManager.__init__,IngestionManager,75,87
ragstream/ingestion/ingestion_manager.py,METHOD,run,IngestionManager.run,IngestionManager,89,244
ragstream/ingestion/ingestion_manager.py,METHOD,_delete_file_version,IngestionManager._delete_file_version,IngestionManager,247,260
ragstream/ingestion/ingestion_manager.py,METHOD,_count_ids,IngestionManager._count_ids,IngestionManager,263,285
ragstream/ingestion/loader.py,MODULE,loader,ragstream/ingestion/loader.py,,1,42
ragstream/ingestion/loader.py,CLASS,DocumentLoader,DocumentLoader,,10,42
ragstream/ingestion/loader.py,METHOD,__init__,DocumentLoader.__init__,DocumentLoader,13,17
ragstream/ingestion/loader.py,METHOD,load_documents,DocumentLoader.load_documents,DocumentLoader,19,42
ragstream/ingestion/splade_embedder.py,MODULE,splade_embedder,ragstream/ingestion/splade_embedder.py,,1,220
ragstream/ingestion/splade_embedder.py,CLASS,SpladeEmbedder,SpladeEmbedder,,45,220
ragstream/ingestion/splade_embedder.py,METHOD,__init__,SpladeEmbedder.__init__,SpladeEmbedder,60,97
ragstream/ingestion/splade_embedder.py,METHOD,embed,SpladeEmbedder.embed,SpladeEmbedder,103,117
ragstream/ingestion/splade_embedder.py,METHOD,embed_queries,SpladeEmbedder.embed_queries,SpladeEmbedder,119,137
ragstream/ingestion/splade_embedder.py,METHOD,embed_query,SpladeEmbedder.embed_query,SpladeEmbedder,139,146
ragstream/ingestion/splade_embedder.py,METHOD,_encode_documents,SpladeEmbedder._encode_documents,SpladeEmbedder,152,165
ragstream/ingestion/splade_embedder.py,METHOD,_ensure_list,SpladeEmbedder._ensure_list,SpladeEmbedder,168,177
ragstream/ingestion/splade_embedder.py,METHOD,_tensor_to_sparse_dict,SpladeEmbedder._tensor_to_sparse_dict,SpladeEmbedder,180,220
ragstream/ingestion/splade_vector_store_base.py,MODULE,splade_vector_store_base,ragstream/ingestion/splade_vector_store_base.py,,1,299
ragstream/ingestion/splade_vector_store_base.py,CLASS,SpladeVectorStoreBase,SpladeVectorStoreBase,,42,299
ragstream/ingestion/splade_vector_store_base.py,METHOD,__init__,SpladeVectorStoreBase.__init__,SpladeVectorStoreBase,52,62
ragstream/ingestion/splade_vector_store_base.py,METHOD,add,SpladeVectorStoreBase.add,SpladeVectorStoreBase,68,93
ragstream/ingestion/splade_vector_store_base.py,METHOD,query,SpladeVectorStoreBase.query,SpladeVectorStoreBase,95,133
ragstream/ingestion/splade_vector_store_base.py,METHOD,delete_where,SpladeVectorStoreBase.delete_where,SpladeVectorStoreBase,135,147
ragstream/ingestion/splade_vector_store_base.py,METHOD,snapshot,SpladeVectorStoreBase.snapshot,SpladeVectorStoreBase,149,159
ragstream/ingestion/splade_vector_store_base.py,METHOD,index,SpladeVectorStoreBase.index,SpladeVectorStoreBase,162,166
ragstream/ingestion/splade_vector_store_base.py,METHOD,_pre_add,SpladeVectorStoreBase._pre_add,SpladeVectorStoreBase,172,178
ragstream/ingestion/splade_vector_store_base.py,METHOD,_post_add,SpladeVectorStoreBase._post_add,SpladeVectorStoreBase,180,186
ragstream/ingestion/splade_vector_store_base.py,METHOD,_pre_query,SpladeVectorStoreBase._pre_query,SpladeVectorStoreBase,188,194
ragstream/ingestion/splade_vector_store_base.py,METHOD,_post_query,SpladeVectorStoreBase._post_query,SpladeVectorStoreBase,196,197
ragstream/ingestion/splade_vector_store_base.py,METHOD,_load,SpladeVectorStoreBase._load,SpladeVectorStoreBase,203,211
ragstream/ingestion/splade_vector_store_base.py,METHOD,_persist,SpladeVectorStoreBase._persist,SpladeVectorStoreBase,213,225
ragstream/ingestion/splade_vector_store_base.py,METHOD,_delete_ids,SpladeVectorStoreBase._delete_ids,SpladeVectorStoreBase,227,238
ragstream/ingestion/splade_vector_store_base.py,METHOD,_normalize_sparse_vector,SpladeVectorStoreBase._normalize_sparse_vector,SpladeVectorStoreBase,241,250
ragstream/ingestion/splade_vector_store_base.py,METHOD,_dot_sparse,SpladeVectorStoreBase._dot_sparse,SpladeVectorStoreBase,253,265
ragstream/ingestion/splade_vector_store_base.py,METHOD,_metadata_matches,SpladeVectorStoreBase._metadata_matches,SpladeVectorStoreBase,268,299
ragstream/ingestion/vector_store_chroma.py,MODULE,vector_store_chroma,ragstream/ingestion/vector_store_chroma.py,,1,114
ragstream/ingestion/vector_store_chroma.py,CLASS,VectorStoreChroma,VectorStoreChroma,,31,114
ragstream/ingestion/vector_store_chroma.py,METHOD,__init__,VectorStoreChroma.__init__,VectorStoreChroma,41,60
ragstream/ingestion/vector_store_chroma.py,METHOD,make_chunk_id,VectorStoreChroma.make_chunk_id,VectorStoreChroma,67,72
ragstream/ingestion/vector_store_chroma.py,METHOD,delete_file_version,VectorStoreChroma.delete_file_version,VectorStoreChroma,74,93
ragstream/ingestion/vector_store_chroma.py,METHOD,name,VectorStoreChroma.name,VectorStoreChroma,98,100
ragstream/ingestion/vector_store_chroma.py,METHOD,persist_root,VectorStoreChroma.persist_root,VectorStoreChroma,103,105
ragstream/ingestion/vector_store_chroma.py,METHOD,count,VectorStoreChroma.count,VectorStoreChroma,107,114
ragstream/ingestion/vector_store_splade.py,MODULE,vector_store_splade,ragstream/ingestion/vector_store_splade.py,,1,78
ragstream/ingestion/vector_store_splade.py,CLASS,VectorStoreSplade,VectorStoreSplade,,24,78
ragstream/ingestion/vector_store_splade.py,METHOD,__init__,VectorStoreSplade.__init__,VectorStoreSplade,35,36
ragstream/ingestion/vector_store_splade.py,METHOD,make_chunk_id,VectorStoreSplade.make_chunk_id,VectorStoreSplade,39,44
ragstream/ingestion/vector_store_splade.py,METHOD,delete_file_version,VectorStoreSplade.delete_file_version,VectorStoreSplade,46,58
ragstream/ingestion/vector_store_splade.py,METHOD,name,VectorStoreSplade.name,VectorStoreSplade,61,65
ragstream/ingestion/vector_store_splade.py,METHOD,persist_root,VectorStoreSplade.persist_root,VectorStoreSplade,68,72
ragstream/ingestion/vector_store_splade.py,METHOD,count,VectorStoreSplade.count,VectorStoreSplade,74,78
ragstream/memory/__init__.py,MODULE,__init__,ragstream/memory/__init__.py,,1,0
ragstream/memory/compression/__init__.py,MODULE,__init__,ragstream/memory/compression/__init__.py,,1,0
ragstream/memory/compression/memory_active_retrieval_brief.py,MODULE,memory_active_retrieval_brief,ragstream/memory/compression/memory_active_retrieval_brief.py,,1,718
ragstream/memory/compression/memory_active_retrieval_brief.py,CONSTANT,DEV_LOG_ENABLED,DEV_LOG_ENABLED,,48,48
ragstream/memory/compression/memory_active_retrieval_brief.py,FUNCTION,logger_dev,logger_dev,,50,53
ragstream/memory/compression/memory_active_retrieval_brief.py,CLASS,MemoryActiveRetrievalBriefBuilder,MemoryActiveRetrievalBriefBuilder,,58,718
ragstream/memory/compression/memory_active_retrieval_brief.py,METHOD,__init__,MemoryActiveRetrievalBriefBuilder.__init__,MemoryActiveRetrievalBriefBuilder,59,118
ragstream/memory/compression/memory_active_retrieval_brief.py,METHOD,build_for_record,MemoryActiveRetrievalBriefBuilder.build_for_record,MemoryActiveRetrievalBriefBuilder,120,233
ragstream/memory/compression/memory_active_retrieval_brief.py,METHOD,_handle_update_or_skip,MemoryActiveRetrievalBriefBuilder._handle_update_or_skip,MemoryActiveRetrievalBriefBuilder,235,412
ragstream/memory/compression/memory_active_retrieval_brief.py,METHOD,_run_init_agent,MemoryActiveRetrievalBriefBuilder._run_init_agent,MemoryActiveRetrievalBriefBuilder,414,435
ragstream/memory/compression/memory_active_retrieval_brief.py,METHOD,_run_update_agent,MemoryActiveRetrievalBriefBuilder._run_update_agent,MemoryActiveRetrievalBriefBuilder,437,460
ragstream/memory/compression/memory_active_retrieval_brief.py,METHOD,_compose_init_payload,MemoryActiveRetrievalBriefBuilder._compose_init_payload,MemoryActiveRetrievalBriefBuilder,462,473
ragstream/memory/compression/memory_active_retrieval_brief.py,METHOD,_compose_update_payload,MemoryActiveRetrievalBriefBuilder._compose_update_payload,MemoryActiveRetrievalBriefBuilder,475,488
ragstream/memory/compression/memory_active_retrieval_brief.py,METHOD,_run_agent_call,MemoryActiveRetrievalBriefBuilder._run_agent_call,MemoryActiveRetrievalBriefBuilder,490,552
ragstream/memory/compression/memory_active_retrieval_brief.py,METHOD,_combine_pending_and_current_reduced_qa,MemoryActiveRetrievalBriefBuilder._combine_pending_and_current_reduced_qa,MemoryActiveRetrievalBriefBuilder,554,596
ragstream/memory/compression/memory_active_retrieval_brief.py,METHOD,_find_previous_clean_brief,MemoryActiveRetrievalBriefBuilder._find_previous_clean_brief,MemoryActiveRetrievalBriefBuilder,598,638
ragstream/memory/compression/memory_active_retrieval_brief.py,METHOD,_build_metadata_text,MemoryActiveRetrievalBriefBuilder._build_metadata_text,MemoryActiveRetrievalBriefBuilder,640,657
ragstream/memory/compression/memory_active_retrieval_brief.py,METHOD,_build_required_output_text,MemoryActiveRetrievalBriefBuilder._build_required_output_text,MemoryActiveRetrievalBriefBuilder,659,667
ragstream/memory/compression/memory_active_retrieval_brief.py,METHOD,_merge_contributor_ids,MemoryActiveRetrievalBriefBuilder._merge_contributor_ids,MemoryActiveRetrievalBriefBuilder,670,688
ragstream/memory/compression/memory_active_retrieval_brief.py,METHOD,_pending_buffer_log_view,MemoryActiveRetrievalBriefBuilder._pending_buffer_log_view,MemoryActiveRetrievalBriefBuilder,691,704
ragstream/memory/compression/memory_active_retrieval_brief.py,METHOD,_load_runtime_config,MemoryActiveRetrievalBriefBuilder._load_runtime_config,MemoryActiveRetrievalBriefBuilder,707,718
ragstream/memory/compression/memory_activebrief_relevance_gate.py,MODULE,memory_activebrief_relevance_gate,ragstream/memory/compression/memory_activebrief_relevance_gate.py,,1,541
ragstream/memory/compression/memory_activebrief_relevance_gate.py,CONSTANT,DEV_LOG_ENABLED,DEV_LOG_ENABLED,,42,42
ragstream/memory/compression/memory_activebrief_relevance_gate.py,FUNCTION,logger_dev,logger_dev,,44,47
ragstream/memory/compression/memory_activebrief_relevance_gate.py,CLASS,RelevanceGateResult,RelevanceGateResult,,53,59
ragstream/memory/compression/memory_activebrief_relevance_gate.py,CLASS,MemoryActiveBriefRelevanceGate,MemoryActiveBriefRelevanceGate,,62,541
ragstream/memory/compression/memory_activebrief_relevance_gate.py,METHOD,__init__,MemoryActiveBriefRelevanceGate.__init__,MemoryActiveBriefRelevanceGate,63,78
ragstream/memory/compression/memory_activebrief_relevance_gate.py,METHOD,evaluate,MemoryActiveBriefRelevanceGate.evaluate,MemoryActiveBriefRelevanceGate,80,249
ragstream/memory/compression/memory_activebrief_relevance_gate.py,METHOD,build_pending_topic_buffer,MemoryActiveBriefRelevanceGate.build_pending_topic_buffer,MemoryActiveBriefRelevanceGate,251,304
ragstream/memory/compression/memory_activebrief_relevance_gate.py,METHOD,_build_activebrief_center,MemoryActiveBriefRelevanceGate._build_activebrief_center,MemoryActiveBriefRelevanceGate,306,310
ragstream/memory/compression/memory_activebrief_relevance_gate.py,METHOD,_evaluate_against_center,MemoryActiveBriefRelevanceGate._evaluate_against_center,MemoryActiveBriefRelevanceGate,312,352
ragstream/memory/compression/memory_activebrief_relevance_gate.py,METHOD,_select_count,MemoryActiveBriefRelevanceGate._select_count,MemoryActiveBriefRelevanceGate,355,371
ragstream/memory/compression/memory_activebrief_relevance_gate.py,METHOD,_extract_pending_center,MemoryActiveBriefRelevanceGate._extract_pending_center,MemoryActiveBriefRelevanceGate,374,378
ragstream/memory/compression/memory_activebrief_relevance_gate.py,METHOD,_build_sentence_windows,MemoryActiveBriefRelevanceGate._build_sentence_windows,MemoryActiveBriefRelevanceGate,380,411
ragstream/memory/compression/memory_activebrief_relevance_gate.py,METHOD,_split_sentences,MemoryActiveBriefRelevanceGate._split_sentences,MemoryActiveBriefRelevanceGate,414,431
ragstream/memory/compression/memory_activebrief_relevance_gate.py,METHOD,_embed_texts,MemoryActiveBriefRelevanceGate._embed_texts,MemoryActiveBriefRelevanceGate,433,441
ragstream/memory/compression/memory_activebrief_relevance_gate.py,METHOD,_centroid,MemoryActiveBriefRelevanceGate._centroid,MemoryActiveBriefRelevanceGate,444,467
ragstream/memory/compression/memory_activebrief_relevance_gate.py,METHOD,_cosine,MemoryActiveBriefRelevanceGate._cosine,MemoryActiveBriefRelevanceGate,470,488
ragstream/memory/compression/memory_activebrief_relevance_gate.py,METHOD,_mean,MemoryActiveBriefRelevanceGate._mean,MemoryActiveBriefRelevanceGate,491,494
ragstream/memory/compression/memory_activebrief_relevance_gate.py,METHOD,_round_list,MemoryActiveBriefRelevanceGate._round_list,MemoryActiveBriefRelevanceGate,497,498
ragstream/memory/compression/memory_activebrief_relevance_gate.py,METHOD,_score_summary,MemoryActiveBriefRelevanceGate._score_summary,MemoryActiveBriefRelevanceGate,500,514
ragstream/memory/compression/memory_activebrief_relevance_gate.py,METHOD,_log_and_return,MemoryActiveBriefRelevanceGate._log_and_return,MemoryActiveBriefRelevanceGate,516,541
ragstream/memory/compression/memory_compressor.py,MODULE,memory_compressor,ragstream/memory/compression/memory_compressor.py,,1,328
ragstream/memory/compression/memory_compressor.py,CONSTANT,DEV_LOG_ENABLED,DEV_LOG_ENABLED,,32,32
ragstream/memory/compression/memory_compressor.py,FUNCTION,logger_dev,logger_dev,,34,37
ragstream/memory/compression/memory_compressor.py,CLASS,MemoryCompressor,MemoryCompressor,,41,328
ragstream/memory/compression/memory_compressor.py,METHOD,__init__,MemoryCompressor.__init__,MemoryCompressor,42,79
ragstream/memory/compression/memory_compressor.py,METHOD,is_enabled,MemoryCompressor.is_enabled,MemoryCompressor,81,82
ragstream/memory/compression/memory_compressor.py,METHOD,compress_episodic_candidates,MemoryCompressor.compress_episodic_candidates,MemoryCompressor,84,173
ragstream/memory/compression/memory_compressor.py,METHOD,compress_episodic_candidate,MemoryCompressor.compress_episodic_candidate,MemoryCompressor,175,205
ragstream/memory/compression/memory_compressor.py,METHOD,build_query_anchor,MemoryCompressor.build_query_anchor,MemoryCompressor,207,239
ragstream/memory/compression/memory_compressor.py,METHOD,reduce_query_text,MemoryCompressor.reduce_query_text,MemoryCompressor,241,282
ragstream/memory/compression/memory_compressor.py,METHOD,_embed_query,MemoryCompressor._embed_query,MemoryCompressor,284,294
ragstream/memory/compression/memory_compressor.py,METHOD,_split_sentences,MemoryCompressor._split_sentences,MemoryCompressor,297,314
ragstream/memory/compression/memory_compressor.py,METHOD,_count_tokens,MemoryCompressor._count_tokens,MemoryCompressor,317,328
ragstream/memory/compression/memory_sentence_reducer.py,MODULE,memory_sentence_reducer,ragstream/memory/compression/memory_sentence_reducer.py,,1,537
ragstream/memory/compression/memory_sentence_reducer.py,CONSTANT,DEV_LOG_ENABLED,DEV_LOG_ENABLED,,39,39
ragstream/memory/compression/memory_sentence_reducer.py,FUNCTION,logger_dev,logger_dev,,41,44
ragstream/memory/compression/memory_sentence_reducer.py,CLASS,ReducedQA,ReducedQA,,50,55
ragstream/memory/compression/memory_sentence_reducer.py,CLASS,MemorySentenceReducer,MemorySentenceReducer,,58,537
ragstream/memory/compression/memory_sentence_reducer.py,METHOD,__init__,MemorySentenceReducer.__init__,MemorySentenceReducer,59,76
ragstream/memory/compression/memory_sentence_reducer.py,METHOD,reduce_with_centroid,MemorySentenceReducer.reduce_with_centroid,MemorySentenceReducer,78,119
ragstream/memory/compression/memory_sentence_reducer.py,METHOD,reduce_with_anchor,MemorySentenceReducer.reduce_with_anchor,MemorySentenceReducer,121,148
ragstream/memory/compression/memory_sentence_reducer.py,METHOD,_prepare_qa_windows_and_vectors,MemorySentenceReducer._prepare_qa_windows_and_vectors,MemorySentenceReducer,150,175
ragstream/memory/compression/memory_sentence_reducer.py,METHOD,_reduce_prepared,MemorySentenceReducer._reduce_prepared,MemorySentenceReducer,177,251
ragstream/memory/compression/memory_sentence_reducer.py,METHOD,_allocate_qa_budget,MemorySentenceReducer._allocate_qa_budget,MemorySentenceReducer,253,269
ragstream/memory/compression/memory_sentence_reducer.py,METHOD,_reduce_side,MemorySentenceReducer._reduce_side,MemorySentenceReducer,271,388
ragstream/memory/compression/memory_sentence_reducer.py,METHOD,_is_redundant,MemorySentenceReducer._is_redundant,MemorySentenceReducer,390,399
